Test File, upham_1.test.dat
Known Author Name, Unknown Author Name, Threshold, Match Value, Matches,Common Synonym Count, Scaled SC 2, Scaled SC 3, Scaled SC 4, Words Enc. Known, Words Enc. Unk.,Words over Threshold Known, Words Over Threshold Unk.,Dictionary Hits Known, Dictionary Hits Unk.
traill_20x5 ,upham_3, 23, 4.284648672409601E-5, 550,21853, 1146705.0, 8.2752415E7, 7.665086829E9, 116710, 58683, 825, 728, 79308, 37138, 1
upham_20x5 ,upham_3, 24, 4.3402125412683075E-5, 516,21185, 1140775.0, 8.3366999E7, 7.732549387E9, 126291, 58683, 686, 666, 82705, 37138, 
child_20x5 ,upham_3, 24, 3.0735083940778146E-5, 494,20146, 1068162.0, 7.6024852E7, 6.828522918E9, 171164, 58683, 691, 666, 109304, 37138, 
abbott_20x5 ,upham_3, 24, 3.963845513729093E-5, 508,20515, 1084605.0, 7.8269491E7, 7.233212685E9, 130385, 58683, 688, 666, 83320, 37138, 
traill_20x5 ,upham_3, 24, 4.204723346434327E-5, 509,20910, 1125016.0, 8.2253568E7, 7.653613348E9, 116710, 58683, 751, 666, 79308, 37138, 1
upham_20x5 ,upham_3, 25, 3.535153640189114E-5, 478,20273, 1118887.0, 8.2841687E7, 7.719941899E9, 126291, 58683, 631, 600, 82705, 37138, 
child_20x5 ,upham_3, 25, 2.4599137979318295E-5, 446,18994, 1040514.0, 7.53613E7, 6.81259767E9, 171164, 58683, 622, 600, 109304, 37138, 
abbott_20x5 ,upham_3, 25, 3.156462059478763E-5, 458,19315, 1055805.0, 7.7578291E7, 7.216623885E9, 130385, 58683, 613, 600, 83320, 37138, 
traill_20x5 ,upham_3, 25, 3.369318258564162E-5, 464,19830, 1099096.0, 8.1631488E7, 7.638683428E9, 116710, 58683, 676, 600, 79308, 37138, 1
upham_20x5 ,upham_3, 26, 3.394149592249359E-5, 435,19198, 1092012.0, 8.2169812E7, 7.703145024E9, 126291, 58683, 566, 545, 82705, 37138, 
child_20x5 ,upham_3, 26, 2.3526402748679508E-5, 407,18019, 1016139.0, 7.4751925E7, 6.797363295E9, 171164, 58683, 556, 545, 109304, 37138, 
abbott_20x5 ,upham_3, 26, 3.038836264861873E-5, 421,18390, 1032680.0, 7.7000166E7, 7.20217076E9, 130385, 58683, 558, 545, 83320, 37138, 
traill_20x5 ,upham_3, 26, 3.2419254070599116E-5, 432,19030, 1079096.0, 8.1131488E7, 7.626183428E9, 116710, 58683, 618, 545, 79308, 37138, 1
upham_20x5 ,upham_3, 27, 3.331001367908874E-5, 403,18366, 1070380.0, 8.160738E7, 7.688521792E9, 126291, 58683, 524, 504, 82705, 37138, 
child_20x5 ,upham_3, 27, 2.3052706764699983E-5, 378,17265, 996535.0, 7.4242221E7, 6.784110991E9, 171164, 58683, 516, 504, 109304, 37138, 
abbott_20x5 ,upham_3, 27, 2.9783504673633212E-5, 390,17584, 1011724.0, 7.645531E7, 7.188004504E9, 130385, 58683, 515, 504, 83320, 37138, 
traill_20x5 ,upham_3, 27, 3.1652414808593014E-5, 400,18198, 1057464.0, 8.0569056E7, 7.611560196E9, 116710, 58683, 570, 504, 79308, 37138, 1
upham_20x5 ,upham_3, 28, 3.250123065195871E-5, 373,17556, 1048510.0, 8.101689E7, 7.672578562E9, 126291, 58683, 478, 460, 82705, 37138, 
child_20x5 ,upham_3, 28, 2.2601112610994412E-5, 351,16536, 976852.0, 7.371078E7, 6.769762084E9, 171164, 58683, 466, 460, 109304, 37138, 
abbott_20x5 ,upham_3, 28, 2.9162440478056034E-5, 362,16828, 991312.0, 7.5904186E7, 7.173124156E9, 130385, 58683, 463, 460, 83320, 37138, 
traill_20x5 ,upham_3, 28, 3.0800890327248846E-5, 370,17388, 1035594.0, 7.9978566E7, 7.595616966E9, 116710, 58683, 519, 460, 79308, 37138, 1
upham_20x5 ,upham_3, 29, 3.16095993134076E-5, 335,16492, 1018718.0, 8.0182714E7, 7.649221634E9, 126291, 58683, 428, 411, 82705, 37138, 
child_20x5 ,upham_3, 29, 2.1934871853367053E-5, 316,15556, 949412.0, 7.294246E7, 6.748249124E9, 171164, 58683, 412, 411, 109304, 37138, 
abbott_20x5 ,upham_3, 29, 2.8317103100742655E-5, 322,15708, 959952.0, 7.5026106E7, 7.148537916E9, 130385, 58683, 413, 411, 83320, 37138, 
traill_20x5 ,upham_3, 29, 3.0003681193480126E-5, 333,16352, 1006586.0, 7.9166342E7, 7.572874694E9, 116710, 58683, 463, 411, 79308, 37138, 1
upham_20x5 ,upham_3, 30, 3.0314386053911222E-5, 299,15448, 988442.0, 7.930471E7, 7.623759518E9, 126291, 58683, 381, 367, 82705, 37138, 
child_20x5 ,upham_3, 30, 2.1048508813146437E-5, 283,14599, 921659.0, 7.2137623E7, 6.724908851E9, 171164, 58683, 375, 367, 109304, 37138, 
abbott_20x5 ,upham_3, 30, 2.709287996943554E-5, 287,14693, 930517.0, 7.4172491E7, 7.123783081E9, 130385, 58683, 366, 367, 83320, 37138, 
traill_20x5 ,upham_3, 30, 2.9067909519794465E-5, 298,15337, 977151.0, 7.8312727E7, 7.548119859E9, 116710, 58683, 413, 367, 79308, 37138, 1
Test File, upham_4.test.dat
Known Author Name, Unknown Author Name, Threshold, Match Value, Matches,Common Synonym Count, Scaled SC 2, Scaled SC 3, Scaled SC 4, Words Enc. Known, Words Enc. Unk.,Words over Threshold Known, Words Over Threshold Unk.,Dictionary Hits Known, Dictionary Hits Unk.
upham_20x5 ,upham_4, 0, 6.571925231522926E-5, 3585,45383, 1435885.0, 8.8215011E7, 7.910089501E9, 126291, 58422, 7057, 6627, 82705, 37390, 
child_20x5 ,upham_4, 0, 4.573737449918724E-5, 2888,40219, 1291109.0, 7.7603665E7, 6.737511641E9, 171164, 58422, 7111, 6627, 109304, 37390, 
abbott_20x5 ,upham_4, 0, 5.970945965691935E-5, 3038,42975, 1374683.0, 8.2729131E7, 7.280711291E9, 130385, 58422, 6247, 6627, 83320, 37390, 
traill_20x5 ,upham_4, 0, 6.565087470951274E-5, 2973,42387, 1409627.0, 8.7702987E7, 7.842959459E9, 116710, 58422, 7437, 6627, 79308, 37390, 1
upham_20x5 ,upham_4, 1, 6.571925231522926E-5, 3340,45383, 1435885.0, 8.8215011E7, 7.910089501E9, 126291, 58422, 6357, 6003, 82705, 37390, 
child_20x5 ,upham_4, 1, 4.573737449918724E-5, 2770,40219, 1291109.0, 7.7603665E7, 6.737511641E9, 171164, 58422, 6492, 6003, 109304, 37390, 
abbott_20x5 ,upham_4, 1, 5.970945965691935E-5, 2926,42975, 1374683.0, 8.2729131E7, 7.280711291E9, 130385, 58422, 5936, 6003, 83320, 37390, 
traill_20x5 ,upham_4, 1, 6.565087470951274E-5, 2845,42387, 1409627.0, 8.7702987E7, 7.842959459E9, 116710, 58422, 6910, 6003, 79308, 37390, 1
upham_20x5 ,upham_4, 2, 6.5611773130168E-5, 3199,45242, 1435744.0, 8.821487E7, 7.91008936E9, 126291, 58422, 5932, 5660, 82705, 37390, 
child_20x5 ,upham_4, 2, 4.5682173081659E-5, 2664,40113, 1291003.0, 7.7603559E7, 6.737511535E9, 171164, 58422, 6009, 5660, 109304, 37390, 
abbott_20x5 ,upham_4, 2, 5.9631873644938476E-5, 2823,42872, 1374580.0, 8.2729028E7, 7.280711188E9, 130385, 58422, 5604, 5660, 83320, 37390, 
traill_20x5 ,upham_4, 2, 6.556654446583715E-5, 2738,42280, 1409520.0, 8.770288E7, 7.842959352E9, 116710, 58422, 6420, 5660, 79308, 37390, 1
upham_20x5 ,upham_4, 3, 6.495171810967839E-5, 2978,44800, 1434860.0, 8.8213102E7, 7.910085824E9, 126291, 58422, 5389, 5191, 82705, 37390, 
child_20x5 ,upham_4, 3, 4.524856194687195E-5, 2512,39809, 1290395.0, 7.7602343E7, 6.737509103E9, 171164, 58422, 5444, 5191, 109304, 37390, 
abbott_20x5 ,upham_4, 3, 5.907551236105528E-5, 2678,42582, 1374000.0, 8.2727868E7, 7.280708868E9, 130385, 58422, 5153, 5191, 83320, 37390, 
traill_20x5 ,upham_4, 3, 6.496611313086689E-5, 2586,41976, 1408912.0, 8.7701664E7, 7.84295692E9, 116710, 58422, 5811, 5191, 79308, 37390, 0
upham_20x5 ,upham_4, 4, 6.438206487536262E-5, 2701,43969, 1432367.0, 8.8205623E7, 7.910063387E9, 126291, 58422, 4799, 4632, 82705, 37390, 
child_20x5 ,upham_4, 4, 4.49152533877748E-5, 2327,39254, 1288730.0, 7.7597348E7, 6.737494118E9, 171164, 58422, 4903, 4632, 109304, 37390, 
abbott_20x5 ,upham_4, 4, 5.871790779821956E-5, 2506,42066, 1372452.0, 8.2723224E7, 7.280694936E9, 130385, 58422, 4692, 4632, 83320, 37390, 
traill_20x5 ,upham_4, 4, 6.453624888006137E-5, 2398,41412, 1407220.0, 8.7696588E7, 7.842941692E9, 116710, 58422, 5216, 4632, 79308, 37390, 0
upham_20x5 ,upham_4, 5, 6.332977182010978E-5, 2478,43077, 1428799.0, 8.8191351E7, 7.910006299E9, 126291, 58422, 4280, 4201, 82705, 37390, 
child_20x5 ,upham_4, 5, 4.429363742517417E-5, 2154,38562, 1285962.0, 7.7586276E7, 6.73744983E9, 171164, 58422, 4401, 4201, 109304, 37390, 
abbott_20x5 ,upham_4, 5, 5.7924456264526774E-5, 2348,41434, 1369924.0, 8.2713112E7, 7.280654488E9, 130385, 58422, 4243, 4201, 83320, 37390, 
traill_20x5 ,upham_4, 5, 6.363281531303235E-5, 2237,40768, 1404644.0, 8.7686284E7, 7.842900476E9, 116710, 58422, 4712, 4201, 79308, 37390, 0
upham_20x5 ,upham_4, 6, 6.216213855491101E-5, 2279,42082, 1423824.0, 8.8166476E7, 7.909881924E9, 126291, 58422, 3806, 3801, 82705, 37390, 
child_20x5 ,upham_4, 6, 4.3550618345038605E-5, 2005,37817, 1282237.0, 7.7567651E7, 6.737356705E9, 171164, 58422, 3945, 3801, 109304, 37390, 
abbott_20x5 ,upham_4, 6, 5.689063250082216E-5, 2169,40539, 1365449.0, 8.2690737E7, 7.280542613E9, 130385, 58422, 3775, 3801, 83320, 37390, 
traill_20x5 ,upham_4, 6, 6.251672287064749E-5, 2084,40003, 1400819.0, 8.7667159E7, 7.842804851E9, 116710, 58422, 4227, 3801, 79308, 37390, 0
upham_20x5 ,upham_4, 7, 6.110008698600822E-5, 2096,40984, 1417236.0, 8.8126948E7, 7.909644756E9, 126291, 58422, 3424, 3416, 82705, 37390, 
child_20x5 ,upham_4, 7, 4.289120141173929E-5, 1854,36911, 1276801.0, 7.7535035E7, 6.737161009E9, 171164, 58422, 3545, 3416, 109304, 37390, 
abbott_20x5 ,upham_4, 7, 5.5980867588762106E-5, 1989,39459, 1358969.0, 8.2651857E7, 7.280309333E9, 130385, 58422, 3391, 3416, 83320, 37390, 
traill_20x5 ,upham_4, 7, 6.152587917278255E-5, 1931,39085, 1395311.0, 8.7634111E7, 7.842606563E9, 116710, 58422, 3821, 3416, 79308, 37390, 0
upham_20x5 ,upham_4, 8, 6.0050775698815086E-5, 1896,39584, 1407436.0, 8.8058348E7, 7.909164556E9, 126291, 58422, 3073, 3050, 82705, 37390, 
child_20x5 ,upham_4, 8, 4.2373188109572104E-5, 1692,35777, 1268863.0, 7.7479469E7, 6.736772047E9, 171164, 58422, 3169, 3050, 109304, 37390, 
abbott_20x5 ,upham_4, 8, 5.528981383737912E-5, 1803,38157, 1349855.0, 8.2588059E7, 7.279862747E9, 130385, 58422, 3007, 3050, 83320, 37390, 
traill_20x5 ,upham_4, 8, 6.074974760838036E-5, 1764,37916, 1387128.0, 8.757683E7, 7.842205596E9, 116710, 58422, 3432, 3050, 79308, 37390, 0
upham_20x5 ,upham_4, 9, 5.860434712003374E-5, 1751,38424, 1398156.0, 8.7984108E7, 7.908570636E9, 126291, 58422, 2779, 2777, 82705, 37390, 
child_20x5 ,upham_4, 9, 4.150916592217355E-5, 1563,34745, 1260607.0, 7.7413421E7, 6.736243663E9, 171164, 58422, 2859, 2777, 109304, 37390, 
abbott_20x5 ,upham_4, 9, 5.4134556806191744E-5, 1679,37165, 1341919.0, 8.2524571E7, 7.279354843E9, 130385, 58422, 2727, 2777, 83320, 37390, 
traill_20x5 ,upham_4, 9, 5.936174512812669E-5, 1625,36804, 1378232.0, 8.7505662E7, 7.841636252E9, 116710, 58422, 3065, 2777, 79308, 37390, 0
upham_20x5 ,upham_4, 10, 5.692100351541753E-5, 1592,36993, 1385277.0, 8.7868197E7, 7.907527437E9, 126291, 58422, 2501, 2513, 82705, 37390, 
child_20x5 ,upham_4, 10, 4.036073643142297E-5, 1441,33647, 1250725.0, 7.7324483E7, 6.735443221E9, 171164, 58422, 2578, 2513, 109304, 37390, 
abbott_20x5 ,upham_4, 10, 5.2564326198233545E-5, 1541,35923, 1330741.0, 8.2423969E7, 7.278449425E9, 130385, 58422, 2463, 2513, 83320, 37390, 
traill_20x5 ,upham_4, 10, 5.7812121902602584E-5, 1487,35562, 1367054.0, 8.740506E7, 7.840730834E9, 116710, 58422, 2772, 2513, 79308, 37390, 0
upham_20x5 ,upham_4, 11, 5.5941086103068474E-5, 1467,35743, 1372777.0, 8.7743197E7, 7.906277437E9, 126291, 58422, 2283, 2277, 82705, 37390, 
child_20x5 ,upham_4, 11, 3.978572166550379E-5, 1318,32417, 1238425.0, 7.7201483E7, 6.734213221E9, 171164, 58422, 2340, 2277, 109304, 37390, 
abbott_20x5 ,upham_4, 11, 5.165718687033528E-5, 1414,34653, 1318041.0, 8.2296969E7, 7.277179425E9, 130385, 58422, 2230, 2277, 83320, 37390, 
traill_20x5 ,upham_4, 11, 5.7075882209991276E-5, 1379,34482, 1356254.0, 8.729706E7, 7.839650834E9, 116710, 58422, 2539, 2277, 79308, 37390, 0
upham_20x5 ,upham_4, 12, 5.5261242985455356E-5, 1345,34401, 1358015.0, 8.7580815E7, 7.904491235E9, 126291, 58422, 2055, 2041, 82705, 37390, 
child_20x5 ,upham_4, 12, 3.9275308558503535E-5, 1210,31229, 1225357.0, 7.7057735E7, 6.732631993E9, 171164, 58422, 2086, 2041, 109304, 37390, 
abbott_20x5 ,upham_4, 12, 5.1004466647714416E-5, 1293,33322, 1303400.0, 8.2135918E7, 7.275407864E9, 130385, 58422, 2005, 2041, 83320, 37390, 
traill_20x5 ,upham_4, 12, 5.6407986680080545E-5, 1263,33206, 1342218.0, 8.7142664E7, 7.837952478E9, 116710, 58422, 2272, 2041, 79308, 37390, 0
upham_20x5 ,upham_4, 13, 5.37275299234717E-5, 1224,32949, 1340591.0, 8.7371727E7, 7.901982179E9, 126291, 58422, 1861, 1823, 82705, 37390, 
child_20x5 ,upham_4, 13, 3.8162879992227895E-5, 1109,30017, 1210813.0, 7.6883207E7, 6.730537657E9, 171164, 58422, 1887, 1823, 109304, 37390, 
abbott_20x5 ,upham_4, 13, 4.9799323517453036E-5, 1184,32014, 1287704.0, 8.1947566E7, 7.27314764E9, 130385, 58422, 1815, 1823, 83320, 37390, 
traill_20x5 ,upham_4, 13, 5.4862763293356896E-5, 1159,31958, 1327242.0, 8.6962952E7, 7.835795934E9, 116710, 58422, 2046, 1823, 79308, 37390, 0
upham_20x5 ,upham_4, 14, 5.234439614850322E-5, 1119,31584, 1322846.0, 8.7141042E7, 7.898983274E9, 126291, 58422, 1687, 1649, 82705, 37390, 
child_20x5 ,upham_4, 14, 3.735425922749356E-5, 1013,28769, 1194589.0, 7.6672295E7, 6.727795801E9, 171164, 58422, 1695, 1649, 109304, 37390, 
abbott_20x5 ,upham_4, 14, 4.854324405445295E-5, 1094,30844, 1272494.0, 8.1749836E7, 7.27057715E9, 130385, 58422, 1653, 1649, 83320, 37390, 
traill_20x5 ,upham_4, 14, 5.360250279961009E-5, 1056,30619, 1309835.0, 8.6736661E7, 7.832854151E9, 116710, 58422, 1848, 1649, 79308, 37390, 0
upham_20x5 ,upham_4, 15, 4.902948327558024E-5, 1023,30240, 1304030.0, 8.6877618E7, 7.895295338E9, 126291, 58422, 1519, 1495, 82705, 37390, 
child_20x5 ,upham_4, 15, 3.500359886441596E-5, 936,27691, 1179497.0, 7.6461007E7, 6.724837769E9, 171164, 58422, 1553, 1495, 109304, 37390, 
abbott_20x5 ,upham_4, 15, 4.549966689410658E-5, 1007,29626, 1255442.0, 8.1511108E7, 7.267234958E9, 130385, 58422, 1494, 1495, 83320, 37390, 
traill_20x5 ,upham_4, 15, 5.033987566777123E-5, 986,29639, 1296115.0, 8.6544581E7, 7.830165031E9, 116710, 58422, 1695, 1495, 79308, 37390, 0
upham_20x5 ,upham_4, 16, 4.791945234789853E-5, 945,29070, 1286480.0, 8.6614368E7, 7.891346588E9, 126291, 58422, 1394, 1368, 82705, 37390, 
child_20x5 ,upham_4, 16, 3.4268579989719274E-5, 864,26611, 1163297.0, 7.6218007E7, 6.721192769E9, 171164, 58422, 1420, 1368, 109304, 37390, 
abbott_20x5 ,upham_4, 16, 4.449144257597942E-5, 927,28426, 1237442.0, 8.1241108E7, 7.263184958E9, 130385, 58422, 1369, 1368, 83320, 37390, 
traill_20x5 ,upham_4, 16, 4.9323512904863596E-5, 912,28529, 1279465.0, 8.6294831E7, 7.826418781E9, 116710, 58422, 1536, 1368, 79308, 37390, 0
upham_20x5 ,upham_4, 17, 4.711925422860271E-5, 876,27966, 1268816.0, 8.6331744E7, 7.886824604E9, 126291, 58422, 1271, 1245, 82705, 37390, 
child_20x5 ,upham_4, 17, 3.376456704707012E-5, 809,25731, 1149217.0, 7.5992727E7, 6.717588289E9, 171164, 58422, 1309, 1245, 109304, 37390, 
abbott_20x5 ,upham_4, 17, 4.369116452346598E-5, 855,27274, 1219010.0, 8.0946196E7, 7.258466366E9, 130385, 58422, 1261, 1245, 83320, 37390, 
traill_20x5 ,upham_4, 17, 4.837549430465653E-5, 841,27393, 1261289.0, 8.6004015E7, 7.821765725E9, 116710, 58422, 1409, 1245, 79308, 37390, 0
upham_20x5 ,upham_4, 18, 4.572988584769121E-5, 806,26776, 1248586.0, 8.5987834E7, 7.880978134E9, 126291, 58422, 1164, 1128, 82705, 37390, 
child_20x5 ,upham_4, 18, 3.2851643603926434E-5, 745,24643, 1130721.0, 7.5678295E7, 6.712242945E9, 171164, 58422, 1205, 1128, 109304, 37390, 
abbott_20x5 ,upham_4, 18, 4.245031344860427E-5, 785,26084, 1198780.0, 8.0602286E7, 7.252619896E9, 130385, 58422, 1143, 1128, 83320, 37390, 
traill_20x5 ,upham_4, 18, 4.711391385926959E-5, 778,26322, 1243082.0, 8.5694496E7, 7.816503902E9, 116710, 58422, 1280, 1128, 79308, 37390, 0
upham_20x5 ,upham_4, 19, 4.4736957083808893E-5, 739,25570, 1226878.0, 8.559709E7, 7.873944742E9, 126291, 58422, 1055, 1025, 82705, 37390, 
child_20x5 ,upham_4, 19, 3.22450280265237E-5, 686,23581, 1111605.0, 7.5334207E7, 6.706049361E9, 171164, 58422, 1097, 1025, 109304, 37390, 
abbott_20x5 ,upham_4, 19, 4.162089141189498E-5, 725,25004, 1179340.0, 8.0252366E7, 7.246321336E9, 130385, 58422, 1043, 1025, 83320, 37390, 
traill_20x5 ,upham_4, 19, 4.619258761445202E-5, 719,25260, 1223966.0, 8.5350408E7, 7.810310318E9, 116710, 58422, 1163, 1025, 79308, 37390, 0
upham_20x5 ,upham_4, 20, 4.1579806848226756E-5, 685,24544, 1207384.0, 8.5226704E7, 7.866907408E9, 126291, 58422, 966, 942, 82705, 37390, 
child_20x5 ,upham_4, 20, 2.9999170354695372E-5, 641,22726, 1095360.0, 7.5025552E7, 6.700184916E9, 171164, 58422, 1002, 942, 109304, 37390, 
abbott_20x5 ,upham_4, 20, 3.8520470354445866E-5, 673,24016, 1160568.0, 7.9895698E7, 7.239544644E9, 130385, 58422, 953, 942, 83320, 37390, 
traill_20x5 ,upham_4, 20, 4.294902645074851E-5, 671,24348, 1206638.0, 8.5021176E7, 7.80405491E9, 116710, 58422, 1062, 942, 79308, 37390, 0
upham_20x5 ,upham_4, 21, 4.084791832448058E-5, 634,23524, 1186984.0, 8.4818704E7, 7.858747408E9, 126291, 58422, 885, 862, 82705, 37390, 
child_20x5 ,upham_4, 21, 2.9471156795729588E-5, 594,21786, 1076560.0, 7.4649552E7, 6.692664916E9, 171164, 58422, 913, 862, 109304, 37390, 
abbott_20x5 ,upham_4, 21, 3.780631146243913E-5, 626,23076, 1141768.0, 7.9519698E7, 7.232024644E9, 130385, 58422, 876, 862, 83320, 37390, 
traill_20x5 ,upham_4, 21, 4.2212786758137204E-5, 626,23448, 1188638.0, 8.4661176E7, 7.79685491E9, 116710, 58422, 981, 862, 79308, 37390, 0
upham_20x5 ,upham_4, 22, 4.0435214518034814E-5, 599,22789, 1171549.0, 8.4494569E7, 7.851940573E9, 126291, 58422, 821, 802, 82705, 37390, 
child_20x5 ,upham_4, 22, 2.917924929977862E-5, 557,21009, 1060243.0, 7.4306895E7, 6.685469119E9, 171164, 58422, 836, 802, 109304, 37390, 
abbott_20x5 ,upham_4, 22, 3.737348391336813E-5, 589,22299, 1125451.0, 7.9177041E7, 7.224828847E9, 130385, 58422, 813, 802, 83320, 37390, 
traill_20x5 ,upham_4, 22, 4.174772379692795E-5, 583,22545, 1169675.0, 8.4262953E7, 7.788492227E9, 116710, 58422, 896, 802, 79308, 37390, 0
upham_20x5 ,upham_4, 23, 3.9352832712361296E-5, 545,21601, 1145413.0, 8.3919577E7, 7.839290749E9, 126291, 58422, 747, 725, 82705, 37390, 
child_20x5 ,upham_4, 23, 2.8545633029019678E-5, 504,19843, 1034591.0, 7.3742551E7, 6.673053551E9, 171164, 58422, 758, 725, 109304, 37390, 
abbott_20x5 ,upham_4, 23, 3.6405956149748706E-5, 541,21243, 1102219.0, 7.8665937E7, 7.213584559E9, 130385, 58422, 743, 725, 83320, 37390, 
traill_20x5 ,upham_4, 23, 4.093786013505552E-5, 540,21599, 1148863.0, 8.3805089E7, 7.778419219E9, 116710, 58422, 825, 725, 79308, 37390, 0
upham_20x5 ,upham_4, 24, 3.829606700501889E-5, 498,20520, 1120550.0, 8.3347728E7, 7.826138222E9, 126291, 58422, 686, 648, 82705, 37390, 
child_20x5 ,upham_4, 24, 2.786711560523505E-5, 460,18831, 1011315.0, 7.3207203E7, 6.660740547E9, 171164, 58422, 691, 648, 109304, 37390, 
abbott_20x5 ,upham_4, 24, 3.563298417251788E-5, 499,20277, 1080001.0, 7.8154923E7, 7.201831237E9, 130385, 58422, 688, 648, 83320, 37390, 
traill_20x5 ,upham_4, 24, 4.005745239108228E-5, 492,20495, 1123471.0, 8.3221073E7, 7.764986851E9, 116710, 58422, 751, 648, 79308, 37390, 0
upham_20x5 ,upham_4, 25, 3.0443716354693205E-5, 457,19536, 1096934.0, 8.2780944E7, 7.812535406E9, 126291, 58422, 631, 580, 82705, 37390, 
child_20x5 ,upham_4, 25, 2.1910162635448347E-5, 414,17727, 984819.0, 7.2571299E7, 6.645478851E9, 171164, 58422, 622, 580, 109304, 37390, 
abbott_20x5 ,upham_4, 25, 2.7875958324927033E-5, 447,19029, 1050049.0, 7.7436075E7, 7.184578885E9, 130385, 58422, 613, 580, 83320, 37390, 
traill_20x5 ,upham_4, 25, 3.139856963176526E-5, 451,19511, 1099855.0, 8.2654289E7, 7.751384035E9, 116710, 58422, 676, 580, 79308, 37390, 0
upham_20x5 ,upham_4, 26, 2.92442323852203E-5, 414,18461, 1070059.0, 8.2109069E7, 7.795738531E9, 126291, 58422, 566, 523, 82705, 37390, 
child_20x5 ,upham_4, 26, 2.1082641385364662E-5, 375,16752, 960444.0, 7.1961924E7, 6.630244476E9, 171164, 58422, 556, 523, 109304, 37390, 
abbott_20x5 ,upham_4, 26, 2.6914338125671634E-5, 413,18179, 1028799.0, 7.6904825E7, 7.171297635E9, 130385, 58422, 558, 523, 83320, 37390, 
traill_20x5 ,upham_4, 26, 3.026194460831155E-5, 420,18736, 1080480.0, 8.2169914E7, 7.73927466E9, 116710, 58422, 618, 523, 79308, 37390, 0
upham_20x5 ,upham_4, 27, 2.868040715211213E-5, 384,17681, 1049779.0, 8.1581789E7, 7.782029251E9, 126291, 58422, 524, 481, 82705, 37390, 
child_20x5 ,upham_4, 27, 2.069263137021948E-5, 352,16154, 944896.0, 7.1557676E7, 6.619734028E9, 171164, 58422, 516, 481, 109304, 37390, 
abbott_20x5 ,upham_4, 27, 2.6310191210043876E-5, 385,17451, 1009871.0, 7.6412697E7, 7.158502307E9, 130385, 58422, 515, 481, 83320, 37390, 
traill_20x5 ,upham_4, 27, 2.9529811431914016E-5, 390,17956, 1060200.0, 8.1642634E7, 7.72556538E9, 116710, 58422, 570, 481, 79308, 37390, 0
upham_20x5 ,upham_4, 28, 2.7970475284078334E-5, 353,16844, 1027180.0, 8.0971616E7, 7.76555458E9, 126291, 58422, 478, 438, 82705, 37390, 
child_20x5 ,upham_4, 28, 2.028492090054079E-5, 326,15452, 925942.0, 7.1045918E7, 6.605916562E9, 171164, 58422, 466, 438, 109304, 37390, 
abbott_20x5 ,upham_4, 28, 2.5718253260768436E-5, 352,16560, 985814.0, 7.5763158E7, 7.140964754E9, 130385, 58422, 463, 438, 83320, 37390, 
traill_20x5 ,upham_4, 28, 2.881307769131811E-5, 359,17119, 1037601.0, 8.1032461E7, 7.709090709E9, 116710, 58422, 519, 438, 79308, 37390, 0
upham_20x5 ,upham_4, 29, 2.72342496431544E-5, 312,15696, 995036.0, 8.0071584E7, 7.740353684E9, 126291, 58422, 428, 382, 82705, 37390, 
child_20x5 ,upham_4, 29, 1.977530781408442E-5, 289,14416, 896934.0, 7.0233694E7, 6.58317429E9, 171164, 58422, 412, 382, 109304, 37390, 
abbott_20x5 ,upham_4, 29, 2.5012496238079424E-5, 312,15440, 954454.0, 7.4885078E7, 7.116378514E9, 130385, 58422, 413, 382, 83320, 37390, 
traill_20x5 ,upham_4, 29, 2.809443735390867E-5, 321,16055, 1007809.0, 8.0198285E7, 7.685733781E9, 116710, 58422, 463, 382, 79308, 37390, 0
upham_20x5 ,upham_4, 30, 2.604723488556754E-5, 281,14797, 968965.0, 7.9315525E7, 7.718427973E9, 126291, 58422, 381, 340, 82705, 37390, 
child_20x5 ,upham_4, 30, 1.8879184802362378E-5, 259,13546, 871704.0, 6.9502024E7, 6.56195586E9, 171164, 58422, 375, 340, 109304, 37390, 
abbott_20x5 ,upham_4, 30, 2.3771382604801533E-5, 278,14454, 925860.0, 7.4055852E7, 7.09233096E9, 130385, 58422, 366, 340, 83320, 37390, 
traill_20x5 ,upham_4, 30, 2.703539615463651E-5, 288,15098, 980056.0, 7.9393448E7, 7.662393508E9, 116710, 58422, 413, 340, 79308, 37390, 0
Test File, child_4.test.dat
Known Author Name, Unknown Author Name, Threshold, Match Value, Matches,Common Synonym Count, Scaled SC 2, Scaled SC 3, Scaled SC 4, Words Enc. Known, Words Enc. Unk.,Words over Threshold Known, Words Over Threshold Unk.,Dictionary Hits Known, Dictionary Hits Unk.
upham_20x5 ,child_4, 0, 5.300377505523927E-5, 3158,44153, 1448477.0, 8.9011787E7, 7.869869729E9, 126291, 81800, 7057, 7599, 82705, 52208, 
child_20x5 ,child_4, 0, 4.883776088235541E-5, 3823,49122, 1495844.0, 8.6664264E7, 7.343980664E9, 171164, 81800, 7111, 7599, 109304, 52208, 
abbott_20x5 ,child_4, 0, 5.2669295268395E-5, 3507,46717, 1452799.0, 8.5697041E7, 7.424616895E9, 130385, 81800, 6247, 7599, 83320, 52208, 
traill_20x5 ,child_4, 0, 6.0707594671263214E-5, 3543,48442, 1560550.0, 9.4950298E7, 8.362697854E9, 116710, 81800, 7437, 7599, 79308, 52208, 0
