Test File, upham_1.test.dat
Known Author Name, Unknown Author Name, Threshold, Match Value, Matches,Common Synonym Count, Scaled SC 2, Scaled SC 3, Scaled SC 4, Words Enc. Known, Words Enc. Unk.,Words over Threshold Known, Words Over Threshold Unk.,Dictionary Hits Known, Dictionary Hits Unk.
abbott_20x5 ,abbott_2, 18, 5.0188722918395456E-5, 753,25479, 1196887.0, 8.1880791E7, 7.433217151E9, 130385, 58258, 1143, 1068, 83320, 37498, 
traill_20x5 ,abbott_2, 18, 5.781587956643445E-5, 778,26789, 1292277.0, 9.0620105E7, 8.339416125E9, 116710, 58258, 1280, 1068, 79308, 37498, 0
upham_20x5 ,abbott_2, 19, 4.9685346089438056E-5, 686,24568, 1215980.0, 8.6162056E7, 7.948042052E9, 126291, 58258, 1055, 990, 82705, 37498, 
child_20x5 ,abbott_2, 19, 4.278891109232832E-5, 705,24594, 1178504.0, 8.0863452E7, 7.246109372E9, 171164, 58258, 1097, 990, 109304, 37498, 
abbott_20x5 ,abbott_2, 19, 4.925506985953036E-5, 702,24561, 1180363.0, 8.1583359E7, 7.427863375E9, 130385, 58258, 1043, 990, 83320, 37498, 
traill_20x5 ,abbott_2, 19, 5.660869490810658E-5, 723,25799, 1274457.0, 9.0299345E7, 8.333642445E9, 116710, 58258, 1163, 990, 79308, 37498, 0
upham_20x5 ,abbott_2, 20, 4.579365034053123E-5, 636,23618, 1197930.0, 8.5819106E7, 7.941526002E9, 126291, 58258, 966, 910, 82705, 37498, 
child_20x5 ,abbott_2, 20, 3.9778382962169684E-5, 654,23625, 1160093.0, 8.0513643E7, 7.239463001E9, 171164, 58258, 1002, 910, 109304, 37498, 
abbott_20x5 ,abbott_2, 20, 4.5195416817197704E-5, 643,23440, 1159064.0, 8.1178678E7, 7.420174436E9, 130385, 58258, 953, 910, 83320, 37498, 
traill_20x5 ,abbott_2, 20, 5.241987592006613E-5, 671,24811, 1255685.0, 8.9942677E7, 8.326865753E9, 116710, 58258, 1062, 910, 79308, 37498, 0
upham_20x5 ,abbott_2, 21, 4.500261659420225E-5, 601,22918, 1183930.0, 8.5539106E7, 7.935926002E9, 126291, 58258, 885, 857, 82705, 37498, 
child_20x5 ,abbott_2, 21, 3.9056337574523375E-5, 616,22865, 1144893.0, 8.0209643E7, 7.233383001E9, 171164, 58258, 913, 857, 109304, 37498, 
abbott_20x5 ,abbott_2, 21, 4.4358130656117325E-5, 605,22680, 1143864.0, 8.0874678E7, 7.414094436E9, 130385, 58258, 876, 857, 83320, 37498, 
traill_20x5 ,abbott_2, 21, 5.1372707941594583E-5, 635,24091, 1241285.0, 8.9654677E7, 8.321105753E9, 116710, 58258, 981, 857, 79308, 37498, 0
upham_20x5 ,abbott_2, 22, 4.4397516553195964E-5, 568,22225, 1169377.0, 8.5233493E7, 7.929508129E9, 126291, 58258, 821, 796, 82705, 37498, 
child_20x5 ,abbott_2, 22, 3.8664627951725254E-5, 576,22025, 1127253.0, 7.9839203E7, 7.225603761E9, 171164, 58258, 836, 796, 109304, 37498, 
abbott_20x5 ,abbott_2, 22, 4.379414733629526E-5, 570,21945, 1128429.0, 8.0550543E7, 7.407287601E9, 130385, 58258, 813, 796, 83320, 37498, 
traill_20x5 ,abbott_2, 22, 5.0600568631626096E-5, 591,23167, 1221881.0, 8.9247193E7, 8.312548589E9, 116710, 58258, 896, 796, 79308, 37498, 0
upham_20x5 ,abbott_2, 23, 4.3174540324765E-5, 523,21235, 1147597.0, 8.4754333E7, 7.918966609E9, 126291, 58258, 747, 722, 82705, 37498, 
child_20x5 ,abbott_2, 23, 3.772035303921447E-5, 522,20837, 1101117.0, 7.9264211E7, 7.212953937E9, 171164, 58258, 758, 722, 109304, 37498, 
abbott_20x5 ,abbott_2, 23, 4.2690667367399705E-5, 524,20933, 1106165.0, 8.0060735E7, 7.396511825E9, 130385, 58258, 743, 722, 83320, 37498, 
traill_20x5 ,abbott_2, 23, 4.91833620809868E-5, 550,22265, 1202037.0, 8.8810625E7, 8.302944093E9, 116710, 58258, 825, 722, 79308, 37498, 0
upham_20x5 ,abbott_2, 24, 4.2083538970506805E-5, 486,20384, 1128024.0, 8.4304154E7, 7.908612492E9, 126291, 58258, 686, 663, 82705, 37498, 
child_20x5 ,abbott_2, 24, 3.6760834946297824E-5, 481,19894, 1079428.0, 7.8765364E7, 7.201480456E9, 171164, 58258, 691, 663, 109304, 37498, 
abbott_20x5 ,abbott_2, 24, 4.159758765113392E-5, 486,20059, 1086063.0, 7.9598389E7, 7.385877867E9, 130385, 58258, 688, 663, 83320, 37498, 
traill_20x5 ,abbott_2, 24, 4.779645280612912E-5, 506,21253, 1178761.0, 8.8275277E7, 8.290631089E9, 116710, 58258, 751, 663, 79308, 37498, 0
upham_20x5 ,abbott_2, 25, 3.47799325456384E-5, 453,19592, 1109016.0, 8.3847962E7, 7.897663884E9, 126291, 58258, 631, 608, 82705, 37498, 
child_20x5 ,abbott_2, 25, 3.096521730145679E-5, 441,18934, 1056388.0, 7.8212404E7, 7.188209416E9, 171164, 58258, 622, 608, 109304, 37498, 
abbott_20x5 ,abbott_2, 25, 3.494669191877846E-5, 449,19171, 1064751.0, 7.9086901E7, 7.373602155E9, 130385, 58258, 613, 608, 83320, 37498, 
traill_20x5 ,abbott_2, 25, 3.925085614586078E-5, 465,20269, 1155145.0, 8.7708493E7, 8.277028273E9, 116710, 58258, 676, 608, 79308, 37498, 0
upham_20x5 ,abbott_2, 26, 3.316932259821599E-5, 417,18692, 1086516.0, 8.3285462E7, 7.883601384E9, 126291, 58258, 566, 553, 82705, 37498, 
child_20x5 ,abbott_2, 26, 2.889435101605453E-5, 402,17959, 1032013.0, 7.7603029E7, 7.172975041E9, 171164, 58258, 556, 553, 109304, 37498, 
abbott_20x5 ,abbott_2, 26, 3.347222572316521E-5, 415,18321, 1043501.0, 7.8555651E7, 7.360320905E9, 130385, 58258, 558, 553, 83320, 37498, 
traill_20x5 ,abbott_2, 26, 3.764039415649794E-5, 433,19469, 1135145.0, 8.7208493E7, 8.264528273E9, 116710, 58258, 618, 553, 79308, 37498, 0
upham_20x5 ,abbott_2, 27, 3.257917336684822E-5, 388,17938, 1066912.0, 8.2775758E7, 7.87034908E9, 126291, 58258, 524, 517, 82705, 37498, 
child_20x5 ,abbott_2, 27, 2.8393732880619755E-5, 376,17283, 1014437.0, 7.7146053E7, 7.161093665E9, 171164, 58258, 516, 517, 109304, 37498, 
abbott_20x5 ,abbott_2, 27, 3.281161220802349E-5, 385,17541, 1023221.0, 7.8028371E7, 7.346611625E9, 130385, 58258, 515, 517, 83320, 37498, 
traill_20x5 ,abbott_2, 27, 3.669206000970237E-5, 403,18689, 1114865.0, 8.6681213E7, 8.250818993E9, 116710, 58258, 570, 517, 79308, 37498, 0
upham_20x5 ,abbott_2, 28, 3.181953632076013E-5, 355,17047, 1042855.0, 8.2126219E7, 7.852811527E9, 126291, 58258, 478, 464, 82705, 37498, 
child_20x5 ,abbott_2, 28, 2.7900936903551147E-5, 341,16338, 988922.0, 7.6457148E7, 7.14249323E9, 171164, 58258, 466, 464, 109304, 37498, 
abbott_20x5 ,abbott_2, 28, 3.205450014632958E-5, 352,16650, 999164.0, 7.7378832E7, 7.329074072E9, 130385, 58258, 463, 464, 83320, 37498, 
traill_20x5 ,abbott_2, 28, 3.573504848780428E-5, 367,17717, 1088621.0, 8.5972625E7, 8.231687117E9, 116710, 58258, 519, 464, 79308, 37498, 0
upham_20x5 ,abbott_2, 29, 3.1149740048954425E-5, 320,16067, 1015415.0, 8.1357899E7, 7.831298567E9, 126291, 58258, 428, 418, 82705, 37498, 
child_20x5 ,abbott_2, 29, 2.736742558934582E-5, 306,15358, 961482.0, 7.5688828E7, 7.12098027E9, 171164, 58258, 412, 418, 109304, 37498, 
abbott_20x5 ,abbott_2, 29, 3.1424165847704916E-5, 315,15614, 970156.0, 7.6566608E7, 7.3063318E9, 130385, 58258, 413, 418, 83320, 37498, 
traill_20x5 ,abbott_2, 29, 3.491966937647756E-5, 330,16681, 1059613.0, 8.5160401E7, 8.208944845E9, 116710, 58258, 463, 418, 79308, 37498, 0
upham_20x5 ,abbott_2, 30, 3.010128054394038E-5, 286,15081, 986821.0, 8.0528673E7, 7.807251013E9, 126291, 58258, 381, 373, 82705, 37498, 
child_20x5 ,abbott_2, 30, 2.6678173096388447E-5, 276,14488, 936252.0, 7.4957158E7, 7.09976184E9, 171164, 58258, 375, 373, 109304, 37498, 
abbott_20x5 ,abbott_2, 30, 3.0404809441219796E-5, 280,14599, 940721.0, 7.5712993E7, 7.281576965E9, 130385, 58258, 366, 373, 83320, 37498, 
traill_20x5 ,abbott_2, 30, 3.399413172359534E-5, 297,15724, 1031860.0, 8.4355564E7, 8.185604572E9, 116710, 58258, 413, 373, 79308, 37498, 0
Test File, traill_4.test.dat
Known Author Name, Unknown Author Name, Threshold, Match Value, Matches,Common Synonym Count, Scaled SC 2, Scaled SC 3, Scaled SC 4, Words Enc. Known, Words Enc. Unk.,Words over Threshold Known, Words Over Threshold Unk.,Dictionary Hits Known, Dictionary Hits Unk.
upham_20x5 ,traill_4, 0, 6.258703785618153E-5, 2560,38407, 1366251.0, 8.7105379E7, 7.716220155E9, 126291, 59288, 7057, 5912, 82705, 39301, 
child_20x5 ,traill_4, 0, 5.5418367587268306E-5, 2906,40805, 1348483.0, 8.0649653E7, 6.807256651E9, 171164, 59288, 7111, 5912, 109304, 39301, 
abbott_20x5 ,traill_4, 0, 5.9999359297587314E-5, 2487,37552, 1308532.0, 8.169316E7, 7.15492726E9, 130385, 59288, 6247, 5912, 83320, 39301, 
traill_20x5 ,traill_4, 0, 8.195863815919898E-5, 3420,46640, 1525244.0, 9.1870268E7, 7.91402882E9, 116710, 59288, 7437, 5912, 79308, 39301, 1
upham_20x5 ,traill_4, 1, 6.258703785618153E-5, 2437,38407, 1366251.0, 8.7105379E7, 7.716220155E9, 126291, 59288, 6357, 5458, 82705, 39301, 
child_20x5 ,traill_4, 1, 5.5418367587268306E-5, 2757,40805, 1348483.0, 8.0649653E7, 6.807256651E9, 171164, 59288, 6492, 5458, 109304, 39301, 
abbott_20x5 ,traill_4, 1, 5.9999359297587314E-5, 2380,37552, 1308532.0, 8.169316E7, 7.15492726E9, 130385, 59288, 5936, 5458, 83320, 39301, 
traill_20x5 ,traill_4, 1, 8.195863815919898E-5, 3255,46640, 1525244.0, 9.1870268E7, 7.91402882E9, 116710, 59288, 6910, 5458, 79308, 39301, 1
upham_20x5 ,traill_4, 2, 6.249862431467633E-5, 2337,38307, 1366151.0, 8.7105279E7, 7.716220055E9, 126291, 59288, 5932, 5085, 82705, 39301, 
child_20x5 ,traill_4, 2, 5.535539933623651E-5, 2640,40688, 1348366.0, 8.0649536E7, 6.807256534E9, 171164, 59288, 6009, 5085, 109304, 39301, 
abbott_20x5 ,traill_4, 2, 5.992614059996601E-5, 2301,37473, 1308453.0, 8.1693081E7, 7.154927181E9, 130385, 59288, 5604, 5085, 83320, 39301, 
traill_20x5 ,traill_4, 2, 8.182394639448123E-5, 3083,46468, 1525072.0, 9.1870096E7, 7.914028648E9, 116710, 59288, 6420, 5085, 79308, 39301, 1
upham_20x5 ,traill_4, 3, 6.196573907206945E-5, 2194,38021, 1365579.0, 8.7104135E7, 7.716217767E9, 126291, 59288, 5389, 4616, 82705, 39301, 
child_20x5 ,traill_4, 3, 5.4924180139812204E-5, 2466,40340, 1347670.0, 8.0648144E7, 6.80725375E9, 171164, 59288, 5444, 4616, 109304, 39301, 
abbott_20x5 ,traill_4, 3, 5.9429391838719006E-5, 2159,37189, 1307885.0, 8.1691945E7, 7.154924909E9, 130385, 59288, 5153, 4616, 83320, 39301, 
traill_20x5 ,traill_4, 3, 8.114759718967541E-5, 2863,46028, 1524192.0, 9.1868336E7, 7.914025128E9, 116710, 59288, 5811, 4616, 79308, 39301, 1
upham_20x5 ,traill_4, 4, 6.163318662743507E-5, 2046,37577, 1364247.0, 8.7100139E7, 7.716205779E9, 126291, 59288, 4799, 4155, 82705, 39301, 
child_20x5 ,traill_4, 4, 5.4636832064681204E-5, 2283,39791, 1346023.0, 8.0643203E7, 6.807238927E9, 171164, 59288, 4903, 4155, 109304, 39301, 
abbott_20x5 ,traill_4, 4, 5.916122512463957E-5, 2010,36742, 1306544.0, 8.1687922E7, 7.15491284E9, 130385, 59288, 4692, 4155, 83320, 39301, 
traill_20x5 ,traill_4, 4, 8.06260278990463E-5, 2644,45371, 1522221.0, 9.1862423E7, 7.914007389E9, 116710, 59288, 5216, 4155, 79308, 39301, 1
upham_20x5 ,traill_4, 5, 6.096594485498796E-5, 1891,36957, 1361767.0, 8.7090219E7, 7.716166099E9, 126291, 59288, 4280, 3770, 82705, 39301, 
child_20x5 ,traill_4, 5, 5.41220493676701E-5, 2113,39111, 1343303.0, 8.0632323E7, 6.807195407E9, 171164, 59288, 4401, 3770, 109304, 39301, 
abbott_20x5 ,traill_4, 5, 5.856098703813277E-5, 1885,36242, 1304544.0, 8.1679922E7, 7.15488084E9, 130385, 59288, 4243, 3770, 83320, 39301, 
traill_20x5 ,traill_4, 5, 7.969937168083796E-5, 2446,44579, 1519053.0, 9.1849751E7, 7.913956701E9, 116710, 59288, 4712, 3770, 79308, 39301, 1
upham_20x5 ,traill_4, 6, 6.013189263942907E-5, 1768,36342, 1358692.0, 8.7074844E7, 7.716089224E9, 126291, 59288, 3806, 3424, 82705, 39301, 
child_20x5 ,traill_4, 6, 5.337116036475575E-5, 1958,38336, 1339428.0, 8.0612948E7, 6.807098532E9, 171164, 59288, 3945, 3424, 109304, 39301, 
abbott_20x5 ,traill_4, 6, 5.766451075806981E-5, 1757,35602, 1301344.0, 8.1663922E7, 7.15480084E9, 130385, 59288, 3775, 3424, 83320, 39301, 
traill_20x5 ,traill_4, 6, 7.846806928234528E-5, 2258,43639, 1514353.0, 9.1826251E7, 7.913839201E9, 116710, 59288, 4227, 3424, 79308, 39301, 1
upham_20x5 ,traill_4, 7, 5.9268057614571604E-5, 1657,35676, 1354696.0, 8.7050868E7, 7.715945368E9, 126291, 59288, 3424, 3139, 82705, 39301, 
child_20x5 ,traill_4, 7, 5.2638600148526713E-5, 1823,37526, 1334568.0, 8.0583788E7, 6.806923572E9, 171164, 59288, 3545, 3139, 109304, 39301, 
abbott_20x5 ,traill_4, 7, 5.6765705968188506E-5, 1638,34888, 1297060.0, 8.1638218E7, 7.154646616E9, 130385, 59288, 3391, 3139, 83320, 39301, 
traill_20x5 ,traill_4, 7, 7.734689040822484E-5, 2105,42721, 1508845.0, 9.1793203E7, 7.913640913E9, 116710, 59288, 3821, 3139, 79308, 39301, 1
upham_20x5 ,traill_4, 8, 5.871834441693503E-5, 1515,34682, 1347738.0, 8.7002162E7, 7.715604426E9, 126291, 59288, 3073, 2825, 82705, 39301, 
child_20x5 ,traill_4, 8, 5.22288630784325E-5, 1664,36413, 1326777.0, 8.0529251E7, 6.806541813E9, 171164, 59288, 3169, 2825, 109304, 39301, 
abbott_20x5 ,traill_4, 8, 5.6290301880276336E-5, 1499,33915, 1290249.0, 8.1590541E7, 7.154312877E9, 130385, 59288, 3007, 2825, 83320, 39301, 
traill_20x5 ,traill_4, 8, 7.649003689640993E-5, 1926,41468, 1500074.0, 9.1731806E7, 7.913211134E9, 116710, 59288, 3432, 2825, 79308, 39301, 1
upham_20x5 ,traill_4, 9, 5.771935153104544E-5, 1403,33786, 1340570.0, 8.6944818E7, 7.715145674E9, 126291, 59288, 2779, 2573, 82705, 39301, 
child_20x5 ,traill_4, 9, 5.133883296369203E-5, 1531,35349, 1318265.0, 8.0461155E7, 6.805997045E9, 171164, 59288, 2859, 2573, 109304, 39301, 
abbott_20x5 ,traill_4, 9, 5.527300181297257E-5, 1386,33011, 1283017.0, 8.1532685E7, 7.153850029E9, 130385, 59288, 2727, 2573, 83320, 39301, 
traill_20x5 ,traill_4, 9, 7.51650861464826E-5, 1760,40140, 1489450.0, 9.1646814E7, 7.912531198E9, 116710, 59288, 3065, 2573, 79308, 39301, 1
upham_20x5 ,traill_4, 10, 5.633945921861078E-5, 1301,32868, 1332308.0, 8.687046E7, 7.714476452E9, 126291, 59288, 2501, 2350, 82705, 39301, 
child_20x5 ,traill_4, 10, 5.0010291554598685E-5, 1416,34314, 1308950.0, 8.037732E7, 6.80524253E9, 171164, 59288, 2578, 2350, 109304, 39301, 
abbott_20x5 ,traill_4, 10, 5.3924794628150614E-5, 1287,32120, 1274998.0, 8.1460514E7, 7.15320049E9, 130385, 59288, 2463, 2350, 83320, 39301, 
traill_20x5 ,traill_4, 10, 7.335325068053159E-5, 1623,38907, 1478353.0, 9.1546941E7, 7.911632341E9, 116710, 59288, 2772, 2350, 79308, 39301, 1
upham_20x5 ,traill_4, 11, 5.581058063196335E-5, 1227,32128, 1324908.0, 8.679646E7, 7.713736452E9, 126291, 59288, 2283, 2188, 82705, 39301, 
child_20x5 ,traill_4, 11, 4.957867819071878E-5, 1330,33454, 1300350.0, 8.029132E7, 6.80438253E9, 171164, 59288, 2340, 2188, 109304, 39301, 
abbott_20x5 ,traill_4, 11, 5.339570545275992E-5, 1203,31280, 1266598.0, 8.1376514E7, 7.15236049E9, 130385, 59288, 2230, 2188, 83320, 39301, 
traill_20x5 ,traill_4, 11, 7.273470910006813E-5, 1515,37827, 1467553.0, 9.1438941E7, 7.910552341E9, 116710, 59288, 2539, 2188, 79308, 39301, 1
upham_20x5 ,traill_4, 12, 5.5347811868646845E-5, 1124,30995, 1312445.0, 8.6659367E7, 7.712228429E9, 126291, 59288, 2055, 1964, 82705, 39301, 
child_20x5 ,traill_4, 12, 4.9067048833352465E-5, 1210,32134, 1285830.0, 8.01316E7, 6.80262561E9, 171164, 59288, 2086, 1964, 109304, 39301, 
abbott_20x5 ,traill_4, 12, 5.290335498783646E-5, 1112,30279, 1255587.0, 8.1255393E7, 7.151028159E9, 130385, 59288, 2005, 1964, 83320, 39301, 
traill_20x5 ,traill_4, 12, 7.181744662081544E-5, 1379,36331, 1451097.0, 9.1257925E7, 7.908561165E9, 116710, 59288, 2272, 1964, 79308, 39301, 1
upham_20x5 ,traill_4, 13, 5.398394618004999E-5, 1040,29987, 1300349.0, 8.6514215E7, 7.710486605E9, 126291, 59288, 1861, 1778, 82705, 39301, 
child_20x5 ,traill_4, 13, 4.7475400647647405E-5, 1113,30970, 1271862.0, 7.9963984E7, 6.800614218E9, 171164, 59288, 1887, 1778, 109304, 39301, 
abbott_20x5 ,traill_4, 13, 5.17313383792693E-5, 1026,29247, 1243203.0, 8.1106785E7, 7.149244863E9, 130385, 59288, 1815, 1778, 83320, 39301, 
traill_20x5 ,traill_4, 13, 6.94623640051069E-5, 1266,34975, 1434825.0, 9.1062661E7, 7.906217997E9, 116710, 59288, 2046, 1778, 79308, 39301, 1
upham_20x5 ,traill_4, 14, 5.307590438443992E-5, 967,29038, 1288012.0, 8.6353834E7, 7.708401652E9, 126291, 59288, 1687, 1629, 82705, 39301, 
child_20x5 ,traill_4, 14, 4.668243426884796E-5, 1029,29878, 1257666.0, 7.9779436E7, 6.798215094E9, 171164, 59288, 1695, 1629, 109304, 39301, 
abbott_20x5 ,traill_4, 14, 5.08181744455082E-5, 956,28337, 1231373.0, 8.0952995E7, 7.147245593E9, 130385, 59288, 1653, 1629, 83320, 39301, 
traill_20x5 ,traill_4, 14, 6.814911929910891E-5, 1162,33623, 1417249.0, 9.0834173E7, 7.903247653E9, 116710, 59288, 1848, 1629, 79308, 39301, 1
upham_20x5 ,traill_4, 15, 5.052366453827012E-5, 893,28002, 1273508.0, 8.6150778E7, 7.705558868E9, 126291, 59288, 1519, 1485, 82705, 39301, 
child_20x5 ,traill_4, 15, 4.478274421659299E-5, 951,28786, 1242378.0, 7.9565404E7, 6.795218646E9, 171164, 59288, 1553, 1485, 109304, 39301, 
abbott_20x5 ,traill_4, 15, 4.84945803701127E-5, 880,27273, 1216477.0, 8.0744451E7, 7.144325977E9, 130385, 59288, 1494, 1485, 83320, 39301, 
traill_20x5 ,traill_4, 15, 6.532261550688829E-5, 1077,32433, 1400589.0, 9.0600933E7, 7.899982293E9, 116710, 59288, 1695, 1485, 79308, 39301, 1
upham_20x5 ,traill_4, 16, 4.9652216867089694E-5, 839,27192, 1261358.0, 8.5968528E7, 7.702825118E9, 126291, 59288, 1394, 1366, 82705, 39301, 
child_20x5 ,traill_4, 16, 4.3867783010285935E-5, 886,27811, 1227753.0, 7.9346029E7, 6.791928021E9, 171164, 59288, 1420, 1366, 109304, 39301, 
abbott_20x5 ,traill_4, 16, 4.738465735670142E-5, 824,26433, 1203877.0, 8.0555451E7, 7.141490977E9, 130385, 59288, 1369, 1366, 83320, 39301, 
traill_20x5 ,traill_4, 16, 6.387670230302454E-5, 991,31143, 1381239.0, 9.0310683E7, 7.895628543E9, 116710, 59288, 1536, 1366, 79308, 39301, 1
upham_20x5 ,traill_4, 17, 4.9207745165988015E-5, 783,26296, 1247022.0, 8.5739152E7, 7.699155102E9, 126291, 59288, 1271, 1255, 82705, 39301, 
child_20x5 ,traill_4, 17, 4.3331715270672534E-5, 829,26899, 1213161.0, 7.9112557E7, 6.788192469E9, 171164, 59288, 1309, 1255, 109304, 39301, 
abbott_20x5 ,traill_4, 17, 4.695000219061029E-5, 770,25569, 1190053.0, 8.0334267E7, 7.137952033E9, 130385, 59288, 1261, 1255, 83320, 39301, 
traill_20x5 ,traill_4, 17, 6.285235119967758E-5, 919,29991, 1362807.0, 9.0015771E7, 7.890909951E9, 116710, 59288, 1409, 1255, 79308, 39301, 1
upham_20x5 ,traill_4, 18, 4.8308651568687383E-5, 729,25378, 1231416.0, 8.547385E7, 7.694644968E9, 126291, 59288, 1164, 1149, 82705, 39301, 
child_20x5 ,traill_4, 18, 4.2417049689957184E-5, 766,25828, 1194954.0, 7.8803038E7, 6.782930646E9, 171164, 59288, 1205, 1149, 109304, 39301, 
abbott_20x5 ,traill_4, 18, 4.605494888876966E-5, 713,24600, 1173580.0, 8.0054226E7, 7.133191336E9, 130385, 59288, 1143, 1149, 83320, 39301, 
traill_20x5 ,traill_4, 18, 6.169764390343856E-5, 845,28733, 1341421.0, 8.9652209E7, 7.884729397E9, 116710, 59288, 1280, 1149, 79308, 39301, 1
upham_20x5 ,traill_4, 19, 4.710184679370097E-5, 673,24370, 1213272.0, 8.5147258E7, 7.688766312E9, 126291, 59288, 1055, 1064, 82705, 39301, 
child_20x5 ,traill_4, 19, 4.1633050620772594E-5, 718,24964, 1179402.0, 7.8523102E7, 6.777891798E9, 171164, 59288, 1097, 1064, 109304, 39301, 
abbott_20x5 ,traill_4, 19, 4.5326125315627564E-5, 662,23682, 1157056.0, 7.9756794E7, 7.12783756E9, 130385, 59288, 1043, 1064, 83320, 39301, 
traill_20x5 ,traill_4, 19, 6.0261702514773864E-5, 790,27743, 1323601.0, 8.9331449E7, 7.878955717E9, 116710, 59288, 1163, 1064, 79308, 39301, 1
upham_20x5 ,traill_4, 20, 4.300624307195095E-5, 628,23515, 1197027.0, 8.4838603E7, 7.682901867E9, 126291, 59288, 966, 980, 82705, 39301, 
child_20x5 ,traill_4, 20, 3.845763759847442E-5, 668,24014, 1161352.0, 7.8180152E7, 6.771375748E9, 171164, 59288, 1002, 980, 109304, 39301, 
abbott_20x5 ,traill_4, 20, 4.118706975186215E-5, 617,22827, 1140811.0, 7.9448139E7, 7.121973115E9, 130385, 59288, 953, 980, 83320, 39301, 
traill_20x5 ,traill_4, 20, 5.568160443812718E-5, 731,26622, 1302302.0, 8.8926768E7, 7.871266778E9, 116710, 59288, 1062, 980, 79308, 39301, 1
upham_20x5 ,traill_4, 21, 4.2122107656898927E-5, 595,22855, 1183827.0, 8.4574603E7, 7.677621867E9, 126291, 59288, 885, 916, 82705, 39301, 
child_20x5 ,traill_4, 21, 3.7706748595560074E-5, 626,23174, 1144552.0, 7.7844152E7, 6.764655748E9, 171164, 59288, 913, 916, 109304, 39301, 
abbott_20x5 ,traill_4, 21, 4.026860199018148E-5, 581,22107, 1126411.0, 7.9160139E7, 7.116213115E9, 130385, 59288, 876, 916, 83320, 39301, 
traill_20x5 ,traill_4, 21, 5.459193071927333E-5, 694,25882, 1287502.0, 8.8630768E7, 7.865346778E9, 116710, 59288, 981, 916, 79308, 39301, 1
upham_20x5 ,traill_4, 22, 4.1575199118433975E-5, 557,22057, 1167069.0, 8.4222685E7, 7.670231589E9, 126291, 59288, 821, 832, 82705, 39301, 
child_20x5 ,traill_4, 22, 3.7247346426060504E-5, 578,22166, 1123384.0, 7.7399624E7, 6.75532066E9, 171164, 59288, 836, 832, 109304, 39301, 
abbott_20x5 ,traill_4, 22, 3.973343281693178E-5, 545,21351, 1110535.0, 7.8826743E7, 7.109211799E9, 130385, 59288, 813, 832, 83320, 39301, 
traill_20x5 ,traill_4, 22, 5.3805891547277834E-5, 641,24769, 1264129.0, 8.8139935E7, 7.855039285E9, 116710, 59288, 896, 832, 79308, 39301, 1
upham_20x5 ,traill_4, 23, 4.049687444454727E-5, 525,21353, 1151581.0, 8.3881949E7, 7.662735397E9, 126291, 59288, 747, 771, 82705, 39301, 
child_20x5 ,traill_4, 23, 3.6063661556899455E-5, 530,21110, 1100152.0, 7.688852E7, 6.744076372E9, 171164, 59288, 758, 771, 109304, 39301, 
abbott_20x5 ,traill_4, 23, 3.878003740797593E-5, 511,20603, 1094079.0, 7.8464711E7, 7.101247095E9, 130385, 59288, 743, 771, 83320, 39301, 
traill_20x5 ,traill_4, 23, 5.216213174910228E-5, 598,23823, 1243317.0, 8.7682071E7, 7.844966277E9, 116710, 59288, 825, 771, 79308, 39301, 1
upham_20x5 ,traill_4, 24, 3.964599427395869E-5, 480,20318, 1127776.0, 8.3334434E7, 7.650142552E9, 126291, 59288, 686, 699, 82705, 39301, 
child_20x5 ,traill_4, 24, 3.481030758996144E-5, 483,20029, 1075289.0, 7.6316671E7, 6.730923845E9, 171164, 59288, 691, 699, 109304, 39301, 
abbott_20x5 ,traill_4, 24, 3.8089763608493116E-5, 474,19752, 1074506.0, 7.8014532E7, 7.090892978E9, 130385, 59288, 688, 699, 83320, 39301, 
traill_20x5 ,traill_4, 24, 5.031402199887643E-5, 548,22673, 1216867.0, 8.7073721E7, 7.830974227E9, 116710, 59288, 751, 699, 79308, 39301, 1
upham_20x5 ,traill_4, 25, 3.294366018499034E-5, 443,19430, 1106464.0, 8.2822946E7, 7.63786684E9, 126291, 59288, 631, 627, 82705, 39301, 
child_20x5 ,traill_4, 25, 2.8928540817526828E-5, 439,18973, 1049945.0, 7.5708415E7, 6.716325701E9, 171164, 59288, 622, 627, 109304, 39301, 
abbott_20x5 ,traill_4, 25, 3.167549522889114E-5, 430,18696, 1049162.0, 7.7406276E7, 7.076294834E9, 130385, 59288, 613, 627, 83320, 39301, 
traill_20x5 ,traill_4, 25, 4.1518013878940035E-5, 503,21593, 1190947.0, 8.6451641E7, 7.816044307E9, 116710, 59288, 676, 627, 79308, 39301, 1
upham_20x5 ,traill_4, 26, 3.169491907762835E-5, 407,18530, 1083964.0, 8.2260446E7, 7.62380434E9, 126291, 59288, 566, 569, 82705, 39301, 
child_20x5 ,traill_4, 26, 2.7667204959612956E-5, 400,17998, 1025570.0, 7.509904E7, 6.701091326E9, 171164, 59288, 556, 569, 109304, 39301, 
abbott_20x5 ,traill_4, 26, 3.0575921148005845E-5, 397,17871, 1028537.0, 7.6890651E7, 7.063404209E9, 130385, 59288, 558, 569, 83320, 39301, 
traill_20x5 ,traill_4, 26, 3.9913852303439016E-5, 463,20593, 1165947.0, 8.5826641E7, 7.800419307E9, 116710, 59288, 618, 569, 79308, 39301, 1
